avg_bits_per_edge,avg_edge_f1,avg_edges,avg_exact_reconstruction,avg_executable,avg_lossless_expand_match,avg_macro_token_share,avg_nodes,avg_original_tokens,avg_raw_edge_f1,avg_strict_exact_reconstruction,avg_structure_edge_f1,avg_tokens,avg_vocab_proxy,dataset,failed_graphs,graphs,mode,split,test_graphs,train_graphs,val_graphs
3.740566118741825,1.0,27.6375,1.0,1.0,1.0,0.24327301171051172,25.05,43.3375,0.5087405649979939,0.0,1.0,7.125,6.8375,OGBG-MOLHIV,0,80,motif_entropy,test,,,
3.4832355003142514,1.0,27.6375,1.0,1.0,1.0,0.12533365182348474,25.05,43.3375,0.5087405649979939,0.0,1.0,10.6875,10.025,OGBG-MOLHIV,0,80,motif_hybrid,test,,,
,,,,,,,,,,,,,,PEPTIDES-FUNC,,300,dataset,dataset,67,200,33
10.453485186075788,1.0,145.12,1.0,1.0,1.0,0.0,142.665,123.89,0.48171971651941653,1.0,1.0,123.89,64.885,PEPTIDES-FUNC,0,200,original,train,,,
2.903309795940429,1.0,145.12,1.0,1.0,1.0,0.0,142.665,123.89,0.48171971651941653,1.0,1.0,39.605,35.515,PEPTIDES-FUNC,0,200,compact,train,,,
2.574165481620451,1.0,145.12,1.0,1.0,1.0,0.0,142.665,123.89,0.48171971651941653,1.0,1.0,39.605,35.515,PEPTIDES-FUNC,0,200,entropy,train,,,
1.0472062174050722,1.0,145.12,1.0,1.0,1.0,0.3154499182958284,142.665,123.89,0.48171971651941653,1.0,1.0,13.45,11.77,PEPTIDES-FUNC,0,200,motif_macro,train,,,
3.726777916613227,1.0,145.12,1.0,1.0,1.0,0.3154499182958284,142.665,123.89,0.48171971651941653,1.0,1.0,13.45,11.77,PEPTIDES-FUNC,0,200,motif_entropy,train,,,
2.591053610771866,1.0,145.12,1.0,1.0,1.0,0.036324463879150275,142.665,123.89,0.48171971651941653,1.0,1.0,39.77,34.175,PEPTIDES-FUNC,0,200,motif_hybrid,train,,,
11.265554481408328,1.0,153.1818181818182,1.0,1.0,1.0,0.0,149.93939393939394,133.54545454545453,0.47298875286948083,1.0,1.0,133.54545454545453,70.63636363636364,PEPTIDES-FUNC,0,33,original,val,,,
3.2605142920522674,1.0,153.1818181818182,1.0,1.0,1.0,0.0,149.93939393939394,133.54545454545453,0.47298875286948083,1.0,1.0,42.96969696969697,38.515151515151516,PEPTIDES-FUNC,0,33,compact,val,,,
2.874937704049618,1.0,153.1818181818182,1.0,1.0,1.0,0.0,149.93939393939394,133.54545454545453,0.47298875286948083,1.0,1.0,42.96969696969697,38.515151515151516,PEPTIDES-FUNC,0,33,entropy,val,,,
1.072298389632258,1.0,153.1818181818182,1.0,1.0,1.0,0.313892036816938,149.93939393939394,133.54545454545453,0.47298875286948083,1.0,1.0,12.878787878787879,11.424242424242424,PEPTIDES-FUNC,0,33,motif_macro,val,,,
4.005153406897278,1.0,153.1818181818182,1.0,1.0,1.0,0.313892036816938,149.93939393939394,133.54545454545453,0.47298875286948083,1.0,1.0,12.878787878787879,11.424242424242424,PEPTIDES-FUNC,0,33,motif_entropy,val,,,
2.8747036304413274,1.0,153.1818181818182,1.0,1.0,1.0,0.026961219812913495,149.93939393939394,133.54545454545453,0.47298875286948083,1.0,1.0,43.75757575757576,37.78787878787879,PEPTIDES-FUNC,0,33,motif_hybrid,val,,,
10.434801323916822,1.0,138.07462686567163,1.0,1.0,1.0,0.0,135.6865671641791,120.80597014925372,0.4776640388174682,1.0,1.0,120.80597014925372,61.95522388059702,PEPTIDES-FUNC,0,67,original,test,,,
3.144140102611314,1.0,138.07462686567163,1.0,1.0,1.0,0.0,135.6865671641791,120.80597014925372,0.4776640388174682,1.0,1.0,41.23880597014925,35.64179104477612,PEPTIDES-FUNC,0,67,compact,test,,,
2.7594398425479087,1.0,138.07462686567163,1.0,1.0,1.0,0.0,135.6865671641791,120.80597014925372,0.4776640388174682,1.0,1.0,41.23880597014925,35.64179104477612,PEPTIDES-FUNC,0,67,entropy,test,,,
1.1201310620046914,1.0,138.07462686567163,1.0,1.0,1.0,0.31388635794929803,135.6865671641791,120.80597014925372,0.4776640388174682,1.0,1.0,14.014925373134329,12.134328358208956,PEPTIDES-FUNC,0,67,motif_macro,test,,,
3.8522800026470088,1.0,138.07462686567163,1.0,1.0,1.0,0.31388635794929803,135.6865671641791,120.80597014925372,0.4776640388174682,1.0,1.0,14.014925373134329,12.134328358208956,PEPTIDES-FUNC,0,67,motif_entropy,test,,,
2.788651893407578,1.0,138.07462686567163,1.0,1.0,1.0,0.026855162118266863,135.6865671641791,120.80597014925372,0.4776640388174682,1.0,1.0,40.88059701492537,34.19402985074627,PEPTIDES-FUNC,0,67,motif_hybrid,test,,,
,,,,,,,,,,,,,,PROTEINS,,500,dataset,dataset,120,300,80
9.683041483176979,1.0,77.81333333333333,1.0,1.0,1.0,0.0,41.85666666666667,80.97333333333333,0.3970969121619874,1.0,1.0,80.97333333333333,42.53666666666667,PROTEINS,0,300,original,train,,,
3.8363865772790264,1.0,77.81333333333333,1.0,1.0,1.0,0.0,41.85666666666667,80.97333333333333,0.3970969121619874,1.0,1.0,32.86,25.776666666666667,PROTEINS,0,300,compact,train,,,
3.2721747196950233,1.0,77.81333333333333,1.0,1.0,1.0,0.0,41.85666666666667,80.97333333333333,0.3970969121619874,1.0,1.0,32.86,25.776666666666667,PROTEINS,0,300,entropy,train,,,
1.4908812983565325,1.0,77.81333333333333,1.0,1.0,1.0,0.1654470822834588,41.85666666666667,80.97333333333333,0.3970969121619874,1.0,1.0,8.51,7.62,PROTEINS,0,300,motif_macro,train,,,
3.8330063461660497,1.0,77.81333333333333,1.0,1.0,1.0,0.1654470822834588,41.85666666666667,80.97333333333333,0.3970969121619874,1.0,1.0,8.51,7.62,PROTEINS,0,300,motif_entropy,train,,,
3.076314292034865,1.0,77.81333333333333,1.0,1.0,1.0,0.011680521094052192,41.85666666666667,80.97333333333333,0.3970969121619874,1.0,1.0,27.016666666666666,23.386666666666667,PROTEINS,0,300,motif_hybrid,train,,,
